,CHLA,ALK,TDP,TDN,K,MG,SRSI,MN,CL,FE,SO4,DOC,NO3,PARTN,NA,COND,NH3,DIC,PARTP,PH,CA,NO2,PARTC,SECCHI_DEPTHS,MEAN_DAILY_DISCHARGE,clusters
516,1.56,117.4,3.4,349.9,0.27,0.67,0.793,0.0,0.15,0.03,1.07,601.0,2.7,46.0,0.59,25.125,12.6,122.0,2.0,6.76,1.67,0.7,446.0,4.25,0.004,0
517,1.6475,0.0,8.7,687.75,0.2,0.395,4.4245,0.01505,0.075,0.52,0.105,3216.5,0.3,18.0,0.79,34.0,30.45,298.5,2.0,4.05,1.18,6.85,152.0,4.25,0.004,1
518,1.6475,24.2,7.6,550.6,0.07,0.4,4.624,0.0,0.16,0.4,0.73,1812.0,2.9,0.0,0.76,17.9,13.8,283.0,2.0,4.74,1.46,2.3,117.0,4.25,0.004,2
519,1.6475,144.0,3.6,273.2,0.33,0.62,2.303,0.0,0.2,0.0,1.62,732.0,0.4,54.0,0.92,22.5,31.4,145.0,4.0,6.76,2.22,0.8,447.0,4.25,0.004,0
520,1.6475,375.2,25.0,256.4,0.66,1.56,6.409,0.0161,0.29,1.28,0.42,2226.0,56.8,34.0,1.67,43.0,37.5,395.0,4.0,6.56,6.3,2.8,530.0,4.25,0.004,3
521,1.6475,0.0,10.2,874.9,0.26,0.47,5.67,0.017,0.09,0.65,0.06,3628.0,2.2,0.0,0.9,31.5,37.2,216.0,2.0,4.11,1.52,7.5,171.0,4.25,0.004,1
522,1.6475,39.8,9.1,502.4,0.03,0.4,4.93,0.0,0.08,0.5,0.52,1731.0,4.9,28.0,0.75,16.5,27.1,281.0,2.0,4.96,1.5,2.6,260.0,4.25,0.004,2
523,1.6475,240.2,2.6,294.7,0.33,0.62,2.307,0.0,0.25,0.0,1.64,782.0,6.1,43.0,0.92,22.5,16.6,132.0,3.0,6.98,2.32,1.4,574.0,4.25,0.004,0
524,0.97,169.4,2.4,252.2,0.33,0.53,0.622,0.0,0.2,0.0,1.3,400.0,3.2,27.0,0.64,25.125,8.7,171.0,3.0,6.98,2.39,0.1,405.0,5.0,0.004,0
525,2.528,145.6,17.1,306.6,0.35,0.63,2.346,0.0,0.21,0.0,1.65,781.0,6.0,43.0,0.93,25.125,12.0,143.0,3.0,6.89,2.34,0.8,469.0,3.0,0.004,0
526,1.155,119.7,2.4,260.1,0.3,0.71,0.779,0.0,0.165,0.02,1.105,609.0,1.45,43.0,0.63,25.125,15.55,132.5,3.0,6.89,1.86,0.6,423.5,4.25,0.004,0
527,1.6475,358.3,22.35,674.9,0.55,1.485,6.036,0.0151,0.15,1.225,0.305,2234.5,42.15,40.5,1.54,43.5,70.2,456.5,4.0,6.49,5.98,4.25,596.5,4.25,0.004,3
528,1.6475,144.2,3.1,291.2,0.34,0.63,2.234,0.0,0.23,0.0,1.66,765.0,1.2,96.0,0.94,23.5,40.2,141.0,4.0,6.98,2.34,1.1,798.0,4.25,0.004,0
529,1.6475,360.8,21.3,679.6,0.64,1.44,6.019,0.0184,0.17,1.08,0.29,2148.0,42.3,40.0,1.56,42.0,26.9,456.0,5.0,6.37,5.82,4.2,706.0,4.25,0.004,3
530,1.6475,54.4,13.4,524.1,0.17,0.44,4.794,0.0163,0.12,0.53,0.98,1599.0,4.3,100.0,0.83,17.5,19.8,299.0,9.0,5.12,1.66,3.1,905.0,4.25,0.004,2
531,1.6475,133.4,2.7,256.85,0.33,0.62,2.2165,0.0,0.205,0.0,1.56,726.5,2.65,42.5,0.95,22.25,14.75,127.0,2.0,6.95,2.335,1.4,658.0,4.25,0.004,0
532,3.39,144.0,2.8,243.8,0.35,0.65,2.279,0.0,0.24,0.02,1.61,719.0,2.1,0.0,0.97,25.125,13.8,139.0,1.0,6.83,2.47,0.9,463.0,4.25,0.004,0
533,1.39,123.0,7.6,267.5,0.28,0.7,0.743,0.0,0.15,0.0,1.04,592.0,2.0,0.0,0.63,25.125,19.0,120.0,2.0,6.88,1.92,0.4,363.0,4.25,0.004,0
534,1.6475,318.8,18.0,645.7,0.57,1.28,6.853,0.0168,0.2,0.83,0.6,1766.0,43.0,38.0,1.56,40.0,39.0,392.0,5.0,6.44,5.23,2.8,544.0,4.25,0.004,3
535,1.6475,0.0,12.3,721.8,0.19,0.6,6.371,0.0213,0.16,0.76,0.16,4223.0,10.0,22.0,0.96,38.5,64.0,306.0,4.0,4.06,2.0,6.8,305.0,4.25,0.004,1
536,1.6475,38.2,11.1,556.2,0.06,0.45,6.364,0.0,0.19,0.54,0.71,1985.0,34.0,21.0,0.8,25.125,55.0,405.0,3.0,4.95,1.77,1.7,241.0,4.25,0.004,2
537,1.6475,146.8,3.3,254.15,0.33,0.595,2.2585,0.0,0.21,0.0,1.585,705.5,8.0,53.5,0.93,23.0,28.0,135.0,3.5,6.03,2.34,0.0,593.5,4.25,0.004,0
538,1.6475,283.8,15.1,629.2,0.44,1.17,6.941,0.0173,0.13,0.77,0.77,1781.0,52.6,23.0,1.6,36.5,29.4,363.0,4.0,6.28,4.82,3.1,443.0,4.25,0.004,3
539,1.6475,0.0,9.9,745.8,0.19,0.6,4.604,0.0213,0.12,0.66,0.11,4404.0,1.8,0.0,0.88,42.5,42.5,311.0,2.0,3.87,1.96,6.3,220.0,4.25,0.004,1
540,1.6475,146.3,3.15,255.2,0.33,0.595,2.1295,0.0,0.225,0.0,1.655,726.5,3.1,67.0,0.925,23.25,18.85,128.5,3.5,6.99,2.37,1.45,782.5,4.25,0.004,0
541,3.47,153.0,2.8,255.7,0.36,0.61,2.258,0.0,0.24,0.0,1.69,719.0,2.7,52.0,0.95,25.125,15.8,146.0,2.0,6.73,2.42,1.4,523.0,3.0,0.004,0
542,1.74,168.6,2.8,208.2,0.36,0.57,0.521,0.0,0.2,0.0,1.38,393.0,1.0,32.0,0.66,25.125,8.8,169.0,2.0,6.86,2.54,0.7,435.0,4.25,0.004,0
543,1.645,124.2,2.8,243.5,0.28,0.66,0.68,0.0,0.19,0.0,1.155,587.5,11.45,35.5,0.57,25.125,14.0,122.5,0.5,6.83,1.71,1.0,407.5,4.25,0.004,0
544,1.6475,315.0,15.7,579.3,0.6,1.28,6.434,0.0224,0.22,0.79,0.77,1745.0,15.4,29.0,1.63,38.0,22.9,415.0,4.0,6.29,4.84,3.4,440.0,4.25,0.004,3
545,1.6475,0.0,10.8,716.4,0.24,0.67,4.642,0.0223,0.15,0.72,0.1,4179.0,0.4,27.0,0.88,40.5,50.2,285.0,3.0,3.93,2.02,6.6,449.0,4.25,0.004,1
546,1.6475,40.6,9.4,515.7,0.07,0.48,5.924,0.0,0.25,0.54,0.66,1952.0,10.5,24.0,0.84,19.5,34.5,368.0,2.0,4.92,1.78,3.0,205.0,4.25,0.004,2
547,1.6475,142.8,3.0,238.1,0.35,0.61,2.178,0.0,0.25,0.0,1.79,708.0,1.8,66.0,0.92,22.0,16.8,137.0,3.0,6.87,2.21,0.8,663.0,4.25,0.004,0
548,1.6475,164.4,11.9,775.2,0.37,0.91,5.555,0.0164,0.15,0.76,0.78,2286.0,1.5,17.0,1.34,29.4,24.6,304.0,2.0,5.72,3.68,3.3,256.0,4.25,0.004,3
549,1.6475,0.0,7.7,753.4,0.24,0.57,3.736,0.0182,0.15,0.61,0.11,3791.0,0.3,21.0,0.85,40.5,51.5,298.0,2.0,3.9,1.75,5.5,283.0,4.25,0.004,1
550,1.6475,16.0,5.4,568.5,0.05,0.45,4.486,0.0,0.21,0.4,1.11,1940.0,1.6,13.0,0.77,21.1,49.1,298.0,1.0,4.61,1.66,2.6,180.0,4.25,0.004,2
551,1.6475,146.8,1.75,274.9,0.35,0.63,2.1035,0.0,0.21,0.0,1.59,708.0,0.65,48.5,0.94,23.85,32.6,143.0,3.0,6.77,2.345,1.5,525.5,4.25,0.004,0
552,3.3,150.2,1.3,305.0,0.36,0.64,2.236,0.0,0.21,0.0,1.59,714.0,0.3,46.0,0.94,25.125,15.7,150.0,3.0,6.8,2.38,0.8,447.0,3.0,0.004,0
553,2.44,112.8,4.0,265.0,0.3,0.64,0.805,0.0,0.18,0.02,1.03,656.0,2.2,48.0,0.58,25.125,12.3,124.0,3.0,6.57,1.67,0.5,446.0,4.25,0.004,0
554,1.6475,122.6,11.5,672.7,0.4,0.78,5.412,0.0148,0.18,0.69,0.74,2468.0,1.2,21.0,1.08,25.0,17.1,268.0,3.0,5.5,3.21,3.6,255.0,4.25,0.004,2
555,1.6475,0.0,7.05,621.3,0.28,0.45,3.475,0.0,0.195,0.525,0.16,3689.5,2.35,16.0,0.715,38.7,30.7,293.0,2.0,3.94,1.365,6.45,251.0,4.25,0.004,1
556,1.6475,10.0,5.2,505.1,0.19,0.45,4.527,0.0,0.14,0.37,1.11,2032.0,1.2,23.0,0.73,18.5,21.3,291.0,2.0,4.56,1.67,2.9,208.0,4.25,0.004,2
557,1.6475,146.8,3.2,275.8,0.33,0.61,2.203,0.0,0.21,0.02,1.59,746.0,0.3,37.0,0.88,22.9,12.8,143.0,4.0,6.67,2.27,1.6,388.0,4.25,0.004,0
558,2.32,161.2,1.5,209.0,0.32,0.51,0.527,0.0,0.18,0.0,1.28,407.0,0.2,37.0,0.61,25.125,9.0,178.0,3.0,6.87,2.34,0.7,421.0,4.75,0.004,0
559,1.6475,83.3,8.2,567.5,0.335,0.61,4.801,0.0,0.18,0.485,0.82,2113.0,1.4,27.0,0.97,22.25,29.2,193.0,3.5,5.48,2.48,3.35,270.5,4.25,0.004,2
560,1.6475,0.0,5.2,402.0,0.17,0.34,3.908,0.0,0.14,0.22,1.16,1576.0,0.0,0.0,0.6,18.4,12.8,217.0,2.0,4.69,1.22,1.7,125.0,4.25,0.004,2
561,1.6475,144.4,1.7,399.0,0.33,0.59,2.36,0.0,0.21,0.02,1.61,735.0,4.2,45.0,0.88,23.6,10.0,164.0,3.0,6.7,2.23,1.1,363.0,4.25,0.004,0
562,4.42,145.8,1.7,280.0,0.35,0.6,2.41,0.0,0.22,0.02,1.61,743.0,6.1,46.0,0.9,25.125,20.8,168.0,3.0,6.41,2.27,1.1,410.0,3.25,0.004,0
563,3.005,110.8,1.4,266.0,0.285,0.61,0.833,0.0,0.19,0.0,1.105,629.5,2.9,61.0,0.56,25.125,12.45,150.5,3.0,6.36,1.625,0.4,434.0,4.25,0.004,0
564,1.6475,95.4,9.0,519.0,0.29,0.59,5.34,0.0,0.2,0.46,0.9,1793.0,4.81,19.0,1.02,21.9,17.2,206.0,2.0,5.53,2.4,2.2,179.0,4.25,0.004,2
565,1.6475,0.0,5.5,480.0,0.27,0.33,4.204,0.0,0.17,0.38,0.32,2460.0,0.03,20.0,0.64,31.5,21.2,261.0,2.0,3.93,0.88,3.7,186.0,4.25,0.004,2
566,1.6475,7.2,3.8,380.0,0.14,0.31,2.288,0.0,0.18,0.23,1.22,1385.0,2.89,0.0,0.63,17.3,19.4,214.0,1.0,4.6,1.1,1.4,108.0,4.25,0.004,2
567,1.6475,175.5,2.05,275.5,0.34,0.6,1.869,0.0,0.215,0.02,1.59,735.5,12.27,53.0,0.89,22.75,15.8,181.5,3.0,6.41,2.27,0.9,358.5,4.25,0.004,0
568,1.6475,108.0,8.5,481.2,0.35,0.59,4.525,0.0,0.31,0.44,1.02,1726.0,29.1,23.0,1.01,21.6,15.4,211.0,3.0,5.77,2.39,0.2,213.0,4.25,0.004,2
569,1.6475,0.0,8.0,525.4,0.28,0.28,4.336,0.0,0.2,0.35,0.31,2358.0,7.2,22.0,0.64,28.4,36.0,245.0,2.0,4.11,0.81,2.5,326.0,4.25,0.004,2
570,1.6475,9.6,4.9,351.9,0.15,0.3,2.44,0.0,0.21,0.25,1.09,1327.0,5.3,14.0,0.62,16.5,34.9,207.0,2.0,4.73,1.08,5.4,257.0,4.25,0.004,2
571,1.6475,139.6,4.4,311.2,0.35,0.58,2.448,0.0,0.24,0.02,1.62,739.0,28.3,50.0,0.89,23.0,28.3,158.0,3.0,6.38,2.2,2.5,403.0,4.25,0.004,0
572,1.6475,112.6,6.9,431.0,0.33,0.6,5.962,0.0,0.24,0.45,1.09,1471.0,21.0,21.0,1.09,21.9,20.0,192.0,2.0,5.94,2.37,1.9,164.0,4.25,0.004,2
573,1.6475,0.0,6.2,441.0,0.28,0.29,5.036,0.0,0.19,0.36,0.27,2200.0,11.0,19.0,0.66,29.2,30.0,226.0,2.0,4.11,0.81,4.1,255.0,4.25,0.004,2
574,1.6475,10.8,4.0,309.0,0.14,0.28,4.747,0.0,0.21,0.24,1.13,1201.0,5.0,0.0,0.63,16.0,20.0,219.0,1.0,4.75,0.96,1.5,94.0,4.25,0.004,2
575,1.6475,143.1,2.5,267.0,0.335,0.6,2.7325,0.0,0.225,0.02,1.695,732.5,39.5,40.0,0.885,23.45,20.0,183.5,4.0,6.35,2.28,0.95,345.5,4.25,0.004,0
576,1.6475,0.0,6.8,470.0,0.28,0.3,7.313,0.0,0.18,0.38,0.25,2395.0,1.1,15.0,0.71,21.0,30.0,216.0,1.0,4.14,0.86,3.5,188.0,4.25,0.004,2
577,1.6475,14.2,3.4,310.0,0.11,0.28,6.622,0.0,0.18,0.23,1.19,1199.0,6.5,18.0,0.66,15.1,10.0,186.0,1.0,4.92,0.93,1.2,105.0,4.25,0.004,2
578,1.6475,145.4,2.7,260.0,0.32,0.6,3.335,0.0,0.23,0.03,1.72,694.0,64.3,38.0,0.9,24.1,10.0,196.0,3.0,6.38,2.25,1.0,301.0,4.25,0.004,0
579,0.99,164.0,1.7,210.0,0.32,0.52,1.175,0.1336,0.19,0.02,1.31,381.0,15.6,52.0,0.6,25.125,30.0,238.0,4.0,6.57,2.45,0.8,425.0,3.5,0.004,0
580,1.06,122.2,2.4,270.0,0.28,0.62,1.515,0.0,0.18,0.04,1.15,612.0,2.9,71.0,0.55,25.125,40.0,207.0,5.0,6.27,1.71,1.0,560.0,4.25,0.004,0
581,0.77,149.2,2.4,270.0,0.34,0.61,3.824,0.0,0.24,0.04,1.74,718.0,57.5,44.0,0.89,25.125,10.0,202.0,4.0,6.35,2.29,0.7,342.0,2.5,0.004,0
582,1.6475,122.0,8.8,402.0,0.36,0.57,4.554,0.0,0.18,0.22,1.33,984.0,63.0,25.0,1.2,21.0,23.0,256.0,3.0,5.86,2.21,2.1,221.0,4.25,0.004,2
583,1.6475,24.0,4.7,271.5,0.17,0.295,3.7835,0.0,0.14,0.125,1.5,900.5,27.5,6.0,0.63,14.65,22.5,262.0,3.5,4.88,0.99,1.65,222.0,4.25,0.004,2
584,1.6475,155.0,2.8,289.0,0.36,0.67,2.841,0.0,0.24,0.03,1.79,681.0,73.0,26.0,0.96,23.5,17.0,246.0,3.0,6.25,2.57,1.5,300.0,4.25,0.004,0
585,1.06,159.0,2.6,246.0,0.36,0.67,2.842,0.0,0.23,0.03,1.76,688.0,73.0,37.0,0.94,25.125,12.0,261.0,4.0,6.12,2.56,1.4,367.0,4.0,0.004,0
586,1.18,167.0,2.1,177.0,0.34,0.57,0.987,0.1,0.17,0.0,1.38,349.0,33.0,42.0,0.62,25.125,16.0,282.0,4.0,6.41,2.71,2.1,401.0,4.75,0.004,0
587,1.6475,152.0,8.1,362.0,0.41,0.66,4.555,0.0,0.18,0.22,1.46,1029.0,2.7,26.0,1.39,24.0,17.0,217.0,2.0,6.23,2.54,1.0,213.0,4.25,0.004,0
588,1.6475,0.0,8.8,444.0,0.2,0.25,5.496,0.0,0.09,0.33,0.34,2030.0,2.7,36.0,0.64,24.5,17.0,258.0,5.0,4.08,0.7,1.0,628.0,4.25,0.004,2
589,1.6475,21.0,4.6,290.0,0.14,0.3,4.313,0.0,0.13,0.18,1.57,907.0,2.7,27.0,0.67,14.5,17.0,230.0,2.0,4.91,1.03,1.0,256.0,4.25,0.004,2
590,1.6475,152.5,3.25,225.0,0.37,0.68,2.8125,0.0,0.23,0.035,1.77,644.0,2.7,67.0,0.96,23.5,17.0,203.0,4.0,6.41,2.6,1.0,692.0,4.25,0.004,0
591,1.6475,160.5,9.2,464.0,0.415,0.705,4.299,0.0,0.18,0.305,1.285,1173.0,2.7,24.5,1.425,24.5,17.0,264.5,1.5,6.02,2.8,1.0,287.5,4.25,0.004,3
592,1.6475,0.0,9.1,472.0,0.21,0.24,5.097,0.0,0.12,0.34,0.34,1966.0,2.7,49.0,0.64,24.5,17.0,250.0,4.0,4.01,0.66,1.0,637.0,4.25,0.004,2
593,1.6475,223.0,2.9,273.0,0.36,0.67,2.788,0.0,0.24,0.03,1.82,664.0,2.7,54.0,0.96,24.6,17.0,159.0,2.0,6.66,2.61,1.0,542.0,4.25,0.004,0
594,1.6475,134.0,10.9,550.0,0.34,0.69,4.926,0.0,0.13,0.38,1.13,1496.0,2.7,39.0,1.39,23.0,17.0,246.0,4.0,5.8,2.79,1.0,347.0,4.25,0.004,2
595,1.6475,0.0,12.2,488.0,0.27,0.28,4.277,0.0,0.12,0.42,0.28,2033.0,2.7,94.0,0.68,24.6,17.0,234.0,11.0,4.17,0.81,1.0,994.0,4.25,0.004,2
596,1.6475,26.5,6.3,375.5,0.13,0.35,3.8605,0.0,0.15,0.23,1.28,1219.0,2.7,16.5,0.74,16.0,17.0,243.5,3.0,4.91,1.245,1.0,265.0,4.25,0.004,2
597,1.6475,158.0,3.4,262.0,0.37,0.66,2.717,0.0,0.25,0.0,1.76,644.0,2.7,70.0,0.96,23.0,17.0,137.0,4.0,6.91,2.53,1.0,610.0,4.25,0.004,0
598,1.39,163.0,3.4,237.0,0.35,0.67,2.666,0.0,0.22,0.0,1.73,662.0,0.9,75.0,0.95,25.125,4.0,141.0,4.0,6.91,2.54,0.7,693.0,4.25,0.004,0
599,0.49,173.0,2.6,175.0,0.35,0.56,0.906,0.0,0.18,0.0,1.32,353.0,0.0,43.0,0.63,25.125,2.0,178.0,4.0,7.13,2.66,0.4,453.0,4.25,0.004,0
600,1.6475,206.0,13.6,548.0,0.46,0.85,3.288,0.0,0.12,0.43,0.79,1347.0,21.0,29.0,1.56,28.0,12.0,267.0,3.0,6.29,3.49,3.2,301.0,4.25,0.004,3
601,1.6475,0.0,11.7,512.0,0.27,0.26,4.908,0.0,0.09,0.44,0.19,2051.0,0.8,36.0,0.69,24.0,66.0,227.0,4.0,4.14,0.78,4.7,478.0,4.25,0.004,2
602,1.6475,25.0,6.4,395.0,0.15,0.33,3.686,0.0,0.16,0.25,1.33,1164.0,28.0,0.0,0.77,15.5,12.0,268.0,3.0,4.91,1.19,1.9,171.0,4.25,0.004,2
603,1.6475,160.0,3.0,232.5,0.355,0.665,2.496,0.0,0.22,0.0,1.745,672.5,0.05,60.5,0.96,23.75,3.0,139.5,3.5,6.96,2.525,0.45,650.5,4.25,0.004,0
604,1.6475,146.8,6.0,481.0,0.25,0.56,3.457,0.0,0.05,0.37,0.58,1688.0,2.7,81.0,0.97,25.125,17.0,227.0,4.0,6.35,2.29,1.0,1250.0,4.25,0.004,2
605,1.6475,146.8,4.0,390.0,0.09,0.36,3.457,0.0,0.04,0.27,0.87,1571.0,2.7,36.0,0.6,25.125,17.0,227.0,2.0,6.35,1.36,1.0,478.0,4.25,0.004,2
606,1.6475,146.8,2.7,239.0,0.35,0.65,3.457,0.0,0.22,0.0,1.74,681.0,2.7,52.0,0.94,25.125,17.0,227.0,2.0,6.35,2.47,1.0,735.0,4.25,0.004,0
607,1.6475,146.8,8.4,541.0,0.48,0.88,3.457,0.0,0.08,0.38,0.5,1837.0,2.7,111.0,1.32,25.125,17.0,227.0,8.0,6.35,3.83,1.0,1898.0,4.25,0.004,3
608,1.6475,146.8,7.1,472.0,0.26,0.29,3.457,0.0,0.07,0.37,0.12,2410.0,2.7,92.0,0.73,25.125,17.0,227.0,5.0,6.35,0.86,1.0,1668.0,4.25,0.004,2
609,1.6475,146.8,4.9,371.0,0.06,0.35,3.457,0.0,0.05,0.3,1.03,1389.0,2.7,39.0,0.66,25.125,17.0,227.0,1.0,6.35,1.31,1.0,544.0,4.25,0.004,2
610,1.6475,146.8,4.2,274.0,0.37,0.65,3.457,0.0,0.25,0.0,1.72,704.0,2.7,64.0,0.96,25.125,17.0,227.0,3.0,6.35,2.51,1.0,800.0,4.25,0.004,0
611,1.6475,146.8,9.1,568.0,0.47,1.04,3.457,0.0,0.12,0.4,0.71,1701.0,2.7,111.0,1.62,25.125,17.0,227.0,8.0,6.35,4.38,1.0,1788.0,4.25,0.004,3
612,1.6475,146.8,6.4,510.0,0.29,0.36,3.457,0.0,0.05,0.46,0.1,2448.0,2.7,28.0,0.84,25.125,17.0,227.0,1.0,6.35,1.12,1.0,520.0,4.25,0.004,2
613,1.6475,146.8,5.2,429.0,0.06,0.4,3.457,0.0,0.04,0.38,0.68,1488.0,2.7,44.0,0.75,25.125,17.0,227.0,2.0,6.35,1.5,1.0,639.0,4.25,0.004,2
614,1.6475,146.8,2.7,257.0,0.39,0.68,3.457,0.0,0.2,0.0,1.7,687.0,2.7,38.0,0.99,25.125,17.0,227.0,1.0,6.35,2.63,1.0,571.0,4.25,0.004,0
615,0.45,166.0,1.9,199.0,0.33,0.55,0.87,0.0,0.19,0.0,1.35,378.0,0.0,37.0,0.61,25.125,7.0,169.0,2.0,6.85,2.6,0.3,422.0,5.5,0.004,0
616,1.6475,305.0,30.2,956.0,0.59,1.39,5.35,0.0,0.18,1.13,0.53,1776.0,96.0,85.0,1.68,36.5,47.0,360.0,5.0,6.15,5.63,4.4,804.0,4.25,0.004,3
617,1.6475,36.0,8.0,502.0,0.05,0.385,4.4335,0.0,0.065,0.36,0.69,1444.0,10.0,36.5,0.715,16.1,11.0,369.5,3.5,4.82,1.455,1.55,372.0,4.25,0.004,2
618,1.6475,155.0,2.6,421.0,0.45,0.67,2.587,0.0,0.31,0.0,1.76,703.0,1.0,102.0,1.02,22.5,15.0,140.0,2.0,6.76,2.59,0.4,693.0,4.25,0.004,0
619,1.6475,146.8,13.7,608.0,0.49,1.19,3.457,0.0,0.2,0.58,0.81,1395.0,2.7,211.0,1.83,25.125,17.0,227.0,20.0,6.35,4.37,1.0,3889.0,4.25,0.004,3
620,1.6475,146.8,7.4,564.0,0.15,0.41,3.457,0.0,0.09,0.44,0.64,1466.0,2.7,175.0,0.83,25.125,17.0,227.0,11.0,6.35,1.46,1.0,1906.0,4.25,0.004,2
621,1.6475,146.8,2.7,263.0,0.42,0.71,3.457,0.0,0.23,0.0,1.73,726.0,2.7,66.0,1.04,25.125,17.0,227.0,3.0,6.35,2.71,1.0,823.0,4.25,0.004,0
622,1.6475,146.8,3.3,280.0,0.39,0.7,2.495,0.0,0.22,0.0,1.71,709.0,2.7,78.0,1.01,25.125,17.0,227.0,3.0,6.35,2.66,1.0,869.0,4.25,0.004,0
623,1.6475,146.8,3.3,352.0,0.48,0.73,2.582,0.0,0.3,0.0,1.72,692.0,2.7,68.0,1.12,25.125,17.0,227.0,3.0,6.35,2.8,1.0,923.0,4.25,0.004,0
624,0.84,144.0,2.2,299.0,0.38,0.66,2.592,0.0,0.24,0.0,1.78,708.0,0.4,51.0,0.98,25.125,5.7,142.0,2.0,6.04,2.62,0.0,504.0,3.25,0.004,0
625,0.53,177.0,2.0,210.0,0.37,0.53,0.897,0.0,0.2,0.0,1.4,530.0,0.0,36.0,0.64,25.125,5.0,166.0,2.0,6.14,2.71,0.0,452.0,6.25,0.004,0
626,0.97,165.0,2.2,271.0,0.41,0.72,2.541,0.0,0.25,0.0,1.78,648.0,1.0,47.0,1.04,25.125,8.0,142.0,2.0,6.17,2.75,0.4,467.0,4.5,0.004,0
627,0.57,178.0,1.4,196.0,0.41,0.6,0.746,0.0,0.18,0.0,1.39,424.0,2.0,38.0,0.69,25.125,5.0,167.0,2.0,6.44,2.87,0.3,417.0,7.0,0.004,0
628,1.6475,146.8,10.3,940.0,0.43,1.15,6.954,0.0,0.22,0.4,5.84,1526.0,2.7,147.0,1.75,25.125,17.0,227.0,19.0,6.35,4.5,1.0,1702.0,4.25,0.004,3
629,1.6475,146.8,11.9,974.0,0.17,1.14,3.906,0.0,0.14,0.46,2.38,1238.5,2.7,153.0,1.15,25.125,17.0,227.0,14.0,6.35,3.33,1.0,1918.0,4.25,0.004,2
630,1.6475,146.8,9.0,635.0,0.22,1.05,7.085,0.0,0.11,0.31,4.04,1787.0,2.7,64.0,1.78,25.125,17.0,227.0,7.0,6.35,4.13,1.0,1387.0,4.25,0.004,3
631,1.6475,146.8,8.6,855.0,0.25,1.01,4.066,0.0,0.13,0.68,2.06,1238.5,2.7,47.0,1.17,25.125,17.0,227.0,3.0,6.35,3.1,1.0,676.0,4.25,0.004,2
632,1.6475,146.8,7.1,509.0,0.05,0.88,6.263,0.0,0.16,0.31,6.73,1541.0,2.7,66.0,1.01,25.125,17.0,227.0,3.0,6.35,3.02,1.0,833.0,4.25,0.004,2
633,1.6475,146.8,3.6,369.0,0.44,0.72,2.488,0.0,0.25,0.0,1.76,647.0,2.7,70.0,1.07,25.125,17.0,227.0,3.0,6.35,2.75,1.0,961.0,4.25,0.004,0
634,1.6475,146.8,5.5,424.0,0.04,0.69,5.332,0.0,0.14,0.3,5.03,1358.0,2.7,71.0,0.95,25.125,17.0,227.0,4.0,6.35,2.38,1.0,943.0,4.25,0.004,2
635,0.92,171.0,0.9,251.0,0.43,0.75,2.512,0.0,0.22,0.0,1.78,645.0,2.0,36.0,1.07,25.125,13.0,176.0,2.0,6.71,2.88,0.5,442.0,3.25,0.004,0
636,0.6,178.0,0.7,205.0,0.42,0.62,0.667,0.0,0.18,0.0,1.4,404.0,1.0,30.0,0.7,25.125,12.0,198.0,2.0,6.88,2.99,0.3,529.0,5.25,0.004,0
637,1.6475,44.0,5.45,445.0,0.135,0.62,5.245,0.0,0.245,0.3,4.135,1234.5,3.0,30.0,0.975,23.5,15.0,293.5,3.5,4.92,2.185,1.25,320.0,4.25,0.004,2
638,1.6475,266.0,14.4,589.0,0.95,1.38,7.894,0.0,0.45,0.61,2.78,1576.0,2.7,31.0,2.02,39.5,17.0,527.0,5.0,5.73,4.92,1.0,489.0,4.25,0.004,3
639,1.6475,42.5,6.6,439.5,0.065,0.605,6.147,0.0,0.185,0.36,3.235,1410.5,2.7,20.5,0.95,21.75,17.0,330.0,2.0,4.83,2.085,1.0,258.0,4.25,0.004,2
640,1.6475,225.0,11.5,506.0,0.52,1.17,7.616,0.0,0.46,0.46,3.19,1322.0,2.7,17.0,2.02,35.5,17.0,425.0,2.0,5.69,4.2,1.0,17.0,4.25,0.004,3
641,1.6475,41.5,6.5,478.0,0.065,0.625,6.7105,0.0,0.225,0.38,2.735,1526.0,2.7,17.5,0.955,21.0,17.0,218.0,2.0,4.84,2.125,1.0,17.5,4.25,0.004,2
642,1.6475,139.0,23.55,1207.5,0.805,1.31,5.0485,0.0,1.07,0.76,4.29,1612.0,2.7,58.0,2.135,40.25,17.0,292.5,8.5,5.7,4.84,1.0,58.0,4.25,0.004,3
643,1.6475,35.0,9.4,737.0,0.2,0.77,6.663,0.0,0.53,0.49,2.59,2049.0,2.7,30.0,1.02,24.0,17.0,368.0,4.0,4.69,2.9,1.0,30.0,4.25,0.004,2
644,1.6475,159.0,10.0,509.0,0.31,1.1,7.253,0.0,0.55,0.49,4.02,1601.0,2.7,23.0,2.04,32.5,17.0,252.0,2.0,5.88,4.06,1.0,23.0,4.25,0.004,3
645,1.6475,0.0,8.7,860.0,0.27,1.0,6.452,0.0,0.2,0.79,0.73,1238.5,2.7,0.0,1.14,50.5,17.0,248.0,1.0,3.9,2.94,1.0,0.0,4.25,0.004,2
646,1.6475,44.5,5.6,518.5,0.075,0.64,7.0885,0.0,0.475,0.405,2.57,1707.5,2.7,30.5,1.01,21.75,17.0,360.5,2.0,4.91,2.24,1.0,30.5,4.25,0.004,2
